Statistical profiling result from ccl-v8.log, (5206 ticks, 16 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      1    1.1%          Eval: ~<anonymous> internal/child_process.js:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      1    1.1%          Eval: ~<anonymous> internal/bootstrap/pre_execution.js:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      1    1.1%          Eval: ~<anonymous> dgram.js:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      1    1.1%          Eval: ~<anonymous> cluster.js:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      1    1.1%          Eval: ~<anonymous> child_process.js:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      1    1.1%          Eval: ~<anonymous> buffer.js:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      1    1.1%          Eval: ~<anonymous> _http_agent.js:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
     11   10.5%        LazyCompile: ~compileForPublicLoader internal/bootstrap/loaders.js:219:25
     11  100.0%          LazyCompile: ~loadNativeModule internal/modules/cjs/helpers.js:31:26
     11  100.0%            LazyCompile: ~Module._load internal/modules/cjs/loader.js:704:24

     92    1.8%  T ___workq_kernreturn
      2    2.2%    t __ZN2v88internal12_GLOBAL__N_132InsertCodeIntoOptimizedCodeCacheEPNS0_24OptimizedCompilationInfoE
      1   50.0%      Eval: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/runtime.js:1:1
      1  100.0%        LazyCompile: ~Module._compile internal/modules/cjs/loader.js:1017:37
      1  100.0%          LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:1072:37
      1  100.0%            LazyCompile: ~Module.load internal/modules/cjs/loader.js:916:33
      1   50.0%      Eval: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/base.js:1:1
      1  100.0%        LazyCompile: ~Module._compile internal/modules/cjs/loader.js:1017:37
      1  100.0%          LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:1072:37
      1  100.0%            LazyCompile: ~Module.load internal/modules/cjs/loader.js:916:33

     91    1.7%  T __kernelrpc_thread_policy_set

     82    1.6%  /usr/lib/system/libsystem_malloc.dylib
     39   47.6%    t __ZN2v88internal12_GLOBAL__N_132InsertCodeIntoOptimizedCodeCacheEPNS0_24OptimizedCompilationInfoE
      6   15.4%      t __ZN2v88internal12_GLOBAL__N_132InsertCodeIntoOptimizedCodeCacheEPNS0_24OptimizedCompilationInfoE
      2   33.3%        LazyCompile: ~readPackage internal/modules/cjs/loader.js:240:21
      1   50.0%          LazyCompile: ~tryPackage internal/modules/cjs/loader.js:288:20
      1  100.0%            LazyCompile: ~Module._findPath internal/modules/cjs/loader.js:444:28
      1   50.0%          LazyCompile: ~readPackageScope internal/modules/cjs/loader.js:271:26
      1  100.0%            LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:1072:37
      1   16.7%        LazyCompile: ~strEscape internal/util/inspect.js:464:19
      1  100.0%          LazyCompile: ~<anonymous> internal/util/inspect.js:1408:14
      1  100.0%            t __ZN2v88internal12_GLOBAL__N_132InsertCodeIntoOptimizedCodeCacheEPNS0_24OptimizedCompilationInfoE
      1   16.7%        LazyCompile: ~realpathSync fs.js:1650:22
      1  100.0%          LazyCompile: ~toRealPath internal/modules/cjs/loader.js:343:20
      1  100.0%            LazyCompile: ~tryFile internal/modules/cjs/loader.js:334:17
      1   16.7%        LazyCompile: ~escapeExpression /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/utils.js:77:26
      1  100.0%          Eval: ~<anonymous> :1:20
      1  100.0%            LazyCompile: ~main /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/runtime.js:207:18
      2    5.1%      LazyCompile: ~realpathSync fs.js:1650:22
      2  100.0%        LazyCompile: ~toRealPath internal/modules/cjs/loader.js:343:20
      2  100.0%          LazyCompile: ~tryFile internal/modules/cjs/loader.js:334:17
      2  100.0%            LazyCompile: ~tryExtensions internal/modules/cjs/loader.js:350:23
      2    5.1%      LazyCompile: ~messageHandler /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongodb/lib/cmap/connection.js:220:33
      2  100.0%        LazyCompile: ~emit events.js:264:44
      2  100.0%          LazyCompile: ~processIncomingData /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongodb/lib/cmap/message_stream.js:103:29
      2  100.0%            LazyCompile: ~_write /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongodb/lib/cmap/message_stream.js:38:9
      2    5.1%      LazyCompile: ~inflight /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/inflight/inflight.js:7:19
      2  100.0%        LazyCompile: ~wrapper /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/wrappy/wrappy.js:19:19
      2  100.0%          LazyCompile: ~Glob._readdir /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/glob/glob.js:525:36
      2  100.0%            LazyCompile: ~Glob._processGlobStar /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/glob/glob.js:623:44
      1    2.6%      LazyCompile: ~store.generate /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-session/index.js:158:28
      1  100.0%        LazyCompile: ~generate /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-session/index.js:359:22
      1  100.0%          LazyCompile: ~session /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-session/index.js:179:26
      1  100.0%            LazyCompile: ~handle /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/layer.js:86:49
      1    2.6%      LazyCompile: ~setStreamTimeout internal/stream_base_commons.js:243:26
      1  100.0%        LazyCompile: ~resOnFinish _http_server.js:756:21
      1  100.0%          LazyCompile: ~emit events.js:264:44
      1  100.0%            LazyCompile: ~onFinish _http_outgoing.js:764:18
      1    2.6%      LazyCompile: ~serializeBson /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongodb/lib/core/connection/msg.js:126:16
      1  100.0%        LazyCompile: ~makeDocumentSegment /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongodb/lib/core/connection/msg.js:115:22
      1  100.0%          LazyCompile: ~toBin /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongodb/lib/core/connection/msg.js:80:8
      1  100.0%            LazyCompile: ~writeCommand /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongodb/lib/cmap/message_stream.js:51:15
      1    2.6%      LazyCompile: ~send /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/response.js:107:25
      1  100.0%        LazyCompile: ~done /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/response.js:1006:27
      1  100.0%          LazyCompile: ~renderView /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-handlebars/lib/express-handlebars.js:183:19
      1  100.0%            t __ZN2v88internal12_GLOBAL__N_132InsertCodeIntoOptimizedCodeCacheEPNS0_24OptimizedCompilationInfoE
      1    2.6%      LazyCompile: ~resolve path.js:973:10
      1  100.0%        LazyCompile: ~defaultConfiguration /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/application.js:70:57
      1  100.0%          LazyCompile: ~init /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/application.js:57:25
      1  100.0%            LazyCompile: ~createApplication /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/express.js:37:27
      1    2.6%      LazyCompile: ~render /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-handlebars/lib/express-handlebars.js:150:15
      1  100.0%        t __ZN2v88internal12_GLOBAL__N_132InsertCodeIntoOptimizedCodeCacheEPNS0_24OptimizedCompilationInfoE
      1    2.6%      LazyCompile: ~readSync fs.js:555:18
      1  100.0%        LazyCompile: ~tryReadSync fs.js:362:21
      1  100.0%          LazyCompile: ~readFileSync fs.js:374:22
      1  100.0%            LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:1072:37
      1    2.6%      LazyCompile: ~performInitialHandshake /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongodb/lib/core/connection/connect.js:70:33
      1  100.0%        LazyCompile: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongodb/lib/core/connection/connect.js:30:54
      1  100.0%          LazyCompile: ~callback /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongodb/lib/core/connection/connect.js:275:28
      1  100.0%            LazyCompile: ~connectHandler /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongodb/lib/core/connection/connect.js:314:26
      1    2.6%      LazyCompile: ~parserOnHeadersComplete _http_common.js:75:33
      1    2.6%      LazyCompile: ~parse /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/content-type/index.js:106:16
      1  100.0%        LazyCompile: ~setCharset /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/utils.js:250:41
      1  100.0%          LazyCompile: ~send /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/response.js:107:25
      1  100.0%            LazyCompile: ~done /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/response.js:1006:27
      1    2.6%      LazyCompile: ~nextTick internal/process/task_queues.js:101:18
      1  100.0%        LazyCompile: ~resOnFinish _http_server.js:756:21
      1  100.0%          LazyCompile: ~emit events.js:264:44
      1  100.0%            LazyCompile: ~onFinish _http_outgoing.js:764:18
      1    2.6%      LazyCompile: ~module.exports /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/bluebird/js/release/promise.js:2:26
      1  100.0%        Eval: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/bluebird/js/release/bluebird.js:1:1
      1  100.0%          LazyCompile: ~Module._compile internal/modules/cjs/loader.js:1017:37
      1  100.0%            LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:1072:37
      1    2.6%      LazyCompile: ~mergeSource /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:267:36
      1  100.0%        LazyCompile: *compile /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      1  100.0%          LazyCompile: ~compileInput /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      1  100.0%            LazyCompile: ~ret /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:515:15
      1    2.6%      LazyCompile: ~lookupOnContext /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:448:44
      1  100.0%        LazyCompile: ~compile /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      1  100.0%          LazyCompile: ~compileInput /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      1  100.0%            LazyCompile: ~ret /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:515:15
      1    2.6%      LazyCompile: ~hb.compile /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars.js:38:25
      1  100.0%        LazyCompile: ~_compileTemplate /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-handlebars/lib/express-handlebars.js:252:19
      1  100.0%          LazyCompile: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-handlebars/lib/express-handlebars.js:123:11
      1    2.6%      LazyCompile: ~handleErrorFromBinding internal/fs/utils.js:303:32
      1  100.0%        LazyCompile: ~readSync fs.js:555:18
      1  100.0%          LazyCompile: ~tryReadSync fs.js:362:21
      1  100.0%            LazyCompile: ~readFileSync fs.js:374:22
      1    2.6%      LazyCompile: ~formatValue internal/util/inspect.js:738:21
      1  100.0%        LazyCompile: ~inspect internal/util/inspect.js:284:17
      1  100.0%          LazyCompile: ~createAppender /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/log4js/lib/appenders/index.js:60:24
      1  100.0%            LazyCompile: ~getAppender /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/log4js/lib/appenders/index.js:46:21
      1    2.6%      LazyCompile: ~emit events.js:264:44
      1  100.0%        LazyCompile: ~error /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/send/index.js:267:45
      1  100.0%          LazyCompile: ~onStatError /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/send/index.js:416:57
      1  100.0%            LazyCompile: ~next /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/send/index.js:732:17
      1    2.6%      LazyCompile: ~createUnsafeBuffer buffer.js:149:28
      1  100.0%        LazyCompile: ~createPool buffer.js:158:20
      1  100.0%          Eval: ~<anonymous> buffer.js:1:1
      1  100.0%            LazyCompile: ~compileForInternalLoader internal/bootstrap/loaders.js:270:27
      1    2.6%      LazyCompile: ~attempt /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/passport/lib/middleware/authenticate.js:177:22
      1  100.0%        LazyCompile: ~authenticate /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/passport/lib/middleware/authenticate.js:94:31
      1  100.0%          LazyCompile: ~handle /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/layer.js:86:49
      1  100.0%            LazyCompile: *next /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/index.js:176:16
      1    2.6%      LazyCompile: ~Schema /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongoose/lib/schema.js:92:16
      1  100.0%        LazyCompile: ~Schema /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongoose/lib/schema.js:92:16
      1  100.0%          Eval: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/db/model.js:1:1
      1  100.0%            LazyCompile: ~Module._compile internal/modules/cjs/loader.js:1017:37
      1    2.6%      LazyCompile: ~EventEmitter.init events.js:131:29
      1  100.0%        LazyCompile: ~EventEmitter events.js:65:22
      1  100.0%          LazyCompile: ~Server net.js:1160:16
      1  100.0%            LazyCompile: ~Server _http_server.js:336:16
      1    2.6%      LazyCompile: ~Connection /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongodb/lib/cmap/connection.js:29:14
      1  100.0%        LazyCompile: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongodb/lib/core/connection/connect.js:30:54
      1  100.0%          LazyCompile: ~callback /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongodb/lib/core/connection/connect.js:275:28
      1  100.0%            LazyCompile: ~connectHandler /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongodb/lib/core/connection/connect.js:314:26
      1    2.6%      LazyCompile: *render /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-handlebars/lib/express-handlebars.js:150:15
      1  100.0%        t __ZN2v88internal12_GLOBAL__N_132InsertCodeIntoOptimizedCodeCacheEPNS0_24OptimizedCompilationInfoE
      1    2.6%      LazyCompile: *readPackageScope internal/modules/cjs/loader.js:271:26
      1  100.0%        LazyCompile: ~trySelf internal/modules/cjs/loader.js:391:17
      1  100.0%          LazyCompile: ~Module._resolveFilename internal/modules/cjs/loader.js:796:35
      1  100.0%            LazyCompile: ~Module._load internal/modules/cjs/loader.js:704:24
      1    2.6%      LazyCompile: *processTicksAndRejections internal/process/task_queues.js:65:35
      1    2.6%      Eval: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongodb/lib/core/auth/scram.js:1:1
      1  100.0%        LazyCompile: ~Module._compile internal/modules/cjs/loader.js:1017:37
      1  100.0%          LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:1072:37
      1  100.0%            LazyCompile: ~Module.load internal/modules/cjs/loader.js:916:33
      6    7.3%    T __ZN2v88internal21Builtin_JsonStringifyEiPmPNS0_7IsolateE
      3   50.0%      LazyCompile: ~setupHelperArgs /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1104:44
      2   66.7%        LazyCompile: *invokeAmbiguous /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:699:44
      2  100.0%          LazyCompile: ~compile /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      2  100.0%            LazyCompile: ~compileInput /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      1   33.3%        LazyCompile: ~setupHelper /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1020:36
      1  100.0%          LazyCompile: ~invokeAmbiguous /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:699:44
      1  100.0%            LazyCompile: *compile /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      2   33.3%      LazyCompile: ~hash /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-session/index.js:592:14
      1   50.0%        LazyCompile: ~isModified /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-session/index.js:421:24
      1  100.0%          LazyCompile: ~shouldSave /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-session/index.js:436:24
      1  100.0%            LazyCompile: ~end /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-session/index.js:250:27
      1   50.0%        LazyCompile: ~generate /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-session/index.js:359:22
      1  100.0%          LazyCompile: ~session /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-session/index.js:179:26
      1  100.0%            LazyCompile: ~handle /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/layer.js:86:49
      1   16.7%      LazyCompile: *setupHelperArgs /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1104:44
      1  100.0%        LazyCompile: *invokeAmbiguous /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:699:44
      1  100.0%          LazyCompile: *compile /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      1  100.0%            LazyCompile: *render /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-handlebars/lib/express-handlebars.js:150:15
      3    3.7%    T __ZN2v88internal30Builtin_ArrayBufferConstructorEiPmPNS0_7IsolateE
      2   66.7%      LazyCompile: *createUnsafeBuffer buffer.js:149:28
      1   50.0%        LazyCompile: ~createPool buffer.js:158:20
      1  100.0%          LazyCompile: ~fromStringFast buffer.js:425:24
      1  100.0%            LazyCompile: ~fromString buffer.js:444:20
      1   50.0%        LazyCompile: ~allocUnsafeSlow buffer.js:395:50
      1  100.0%          LazyCompile: ~readFileAfterStat fs.js:285:27
      1   33.3%      t __ZN2v88internal12_GLOBAL__N_132InsertCodeIntoOptimizedCodeCacheEPNS0_24OptimizedCompilationInfoE
      1  100.0%        LazyCompile: ~FastBuffer internal/buffer.js:951:1
      1  100.0%          LazyCompile: ~createUnsafeBuffer buffer.js:149:28
      1  100.0%            LazyCompile: ~allocate buffer.js:410:18
      1    1.2%    T __ZN2v88internal32Builtin_GlobalDecodeURIComponentEiPmPNS0_7IsolateE
      1  100.0%      LazyCompile: ~decode /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/send/index.js:987:17
      1  100.0%        LazyCompile: ~pipe /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/send/index.js:510:43
      1  100.0%          LazyCompile: ~serveStatic /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/serve-static/index.js:72:31
      1  100.0%            LazyCompile: ~handle /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/layer.js:86:49
      1    1.2%    T __ZN2v88internal30Builtin_ErrorCaptureStackTraceEiPmPNS0_7IsolateE
      1  100.0%      LazyCompile: ~getStack /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/depd/index.js:365:19
      1  100.0%        LazyCompile: ~wrapfunction /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/depd/index.js:397:23
      1  100.0%          Eval: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/utils.js:1:1
      1  100.0%            LazyCompile: ~Module._compile internal/modules/cjs/loader.js:1017:37
      1    1.2%    T __ZN2v88internal29Builtin_FunctionPrototypeBindEiPmPNS0_7IsolateE
      1  100.0%      LazyCompile: ~<anonymous> internal/dns/utils.js:146:24
      1  100.0%        t __ZN2v88internal12_GLOBAL__N_132InsertCodeIntoOptimizedCodeCacheEPNS0_24OptimizedCompilationInfoE
      1  100.0%          LazyCompile: ~bindDefaultResolver internal/dns/utils.js:145:29
      1  100.0%            Eval: ~<anonymous> dns.js:1:1
      1    1.2%    T __ZN2v88internal17Builtin_JsonParseEiPmPNS0_7IsolateE
      1  100.0%      LazyCompile: ~readPackage internal/modules/cjs/loader.js:240:21
      1  100.0%        LazyCompile: ~resolveExports internal/modules/cjs/loader.js:422:24
      1  100.0%          LazyCompile: ~Module._findPath internal/modules/cjs/loader.js:444:28
      1  100.0%            LazyCompile: ~Module._resolveFilename internal/modules/cjs/loader.js:796:35

     71    1.4%  t __ZN4node2fsL4OpenERKN2v820FunctionCallbackInfoINS1_5ValueEEE
     71  100.0%    T __ZN2v88internal21Builtin_HandleApiCallEiPmPNS0_7IsolateE
     42   59.2%      LazyCompile: ~openSync fs.js:467:18
     42  100.0%        LazyCompile: ~readFileSync fs.js:374:22
     41   97.6%          LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:1072:37
     41  100.0%            LazyCompile: ~Module.load internal/modules/cjs/loader.js:916:33
      1    2.4%          LazyCompile: ~Module._extensions..json internal/modules/cjs/loader.js:1097:39
      1  100.0%            LazyCompile: ~Module.load internal/modules/cjs/loader.js:916:33
     29   40.8%      LazyCompile: ~readFile fs.js:310:18
     29  100.0%        LazyCompile: ~go$readFile /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/graceful-fs/graceful-fs.js:117:26
     29  100.0%          LazyCompile: ~readFile /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/graceful-fs/graceful-fs.js:111:21
     28   96.6%            LazyCompile: ~<anonymous> internal/util.js:296:24
      1    3.4%            LazyCompile: *<anonymous> internal/util.js:296:24

     65    1.2%  t __ZN4node2fsL4StatERKN2v820FunctionCallbackInfoINS1_5ValueEEE
     65  100.0%    T __ZN2v88internal21Builtin_HandleApiCallEiPmPNS0_7IsolateE
     50   76.9%      LazyCompile: ~statSync fs.js:1081:18
     50  100.0%        LazyCompile: ~tryStat /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/view.js:174:17
     50  100.0%          LazyCompile: ~resolve /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/view.js:146:42
     50  100.0%            LazyCompile: ~lookup /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/view.js:104:40
     15   23.1%      LazyCompile: ~stat fs.js:1051:14
     15  100.0%        LazyCompile: ~sendFile /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/send/index.js:716:51
     15  100.0%          LazyCompile: ~pipe /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/send/index.js:510:43
     15  100.0%            LazyCompile: ~serveStatic /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/serve-static/index.js:72:31

     56    1.1%  T __ZN4node10StreamBase8JSMethodIXadL_ZNS0_6WritevERKN2v820FunctionCallbackInfoINS2_5ValueEEEEEEEvS7_
     56  100.0%    T __ZN2v88internal21Builtin_HandleApiCallEiPmPNS0_7IsolateE
     56  100.0%      LazyCompile: ~writevGeneric internal/stream_base_commons.js:118:23
     56  100.0%        LazyCompile: ~Socket._writeGeneric net.js:759:42
     56  100.0%          LazyCompile: ~Socket._writev net.js:791:36
     56  100.0%            LazyCompile: ~doWrite internal/streams/writable.js:367:17

     55    1.1%  T _semaphore_create
     27   49.1%    t __ZN2v88internal12_GLOBAL__N_132InsertCodeIntoOptimizedCodeCacheEPNS0_24OptimizedCompilationInfoE
      3   11.1%      t __ZN2v88internal12_GLOBAL__N_132InsertCodeIntoOptimizedCodeCacheEPNS0_24OptimizedCompilationInfoE
      1   33.3%        LazyCompile: ~toString /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/uid-safe/index.js:102:19
      1  100.0%          LazyCompile: ~uidSync /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/uid-safe/index.js:75:18
      1  100.0%            LazyCompile: ~generateSessionId /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-session/index.js:514:27
      1   33.3%        LazyCompile: ~isNextWhitespace /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/whitespace-control.js:165:26
      1  100.0%          LazyCompile: ~WhitespaceControl.Program /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/whitespace-control.js:19:48
      1  100.0%            LazyCompile: ~accept /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/visitor.js:57:26
      1   33.3%        LazyCompile: ~ServerDescription /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongodb/lib/core/sdam/server_description.js:59:14
      1  100.0%          LazyCompile: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongodb/lib/core/sdam/topology.js:139:48
      1  100.0%            t __ZN2v88internal12_GLOBAL__N_132InsertCodeIntoOptimizedCodeCacheEPNS0_24OptimizedCompilationInfoE
      2    7.4%      LazyCompile: ~emit events.js:264:44
      1   50.0%        LazyCompile: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongodb/lib/core/utils.js:23:54
      1  100.0%          LazyCompile: ~emit events.js:264:44
      1  100.0%            LazyCompile: ~checkServer /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongodb/lib/core/sdam/monitor.js:181:21
